place,year,mass_g,longitude,latitude,fell_found
Mayfield,1972,38400,-97.545,37.30833,Found
Capot Rey,2004,38000,10.2056,20.12593,Found
Bellsbank,1955,38000,24.08333,-28.08333,Found
Avoca (Western Australia),1966,37850,122.31667,-30.85,Found
Wonyulgunna,1937,37800,120.06667,-24.91667,Found
Albin (pallasite),1915,37600,-104.1,41.5,Found
Alatage,1959,37500,93,42.33333,Found
N'Goureyma,1900,37500,-4.38333,13.85,Fell
Patwar,1935,37350,91.18333,23.15,Fell
Densmore (1879),1879,37200,-99.68333,39.65,Found
Waterville,1917,37125,-119.876389,47.767778,Found
Dho 1289,2004,37000,54.42167,18.63333,Found
L'Aigle,1803,37000,0.63333,48.76667,Fell
Songyuan,1993,36900,125,45.25,Fell
Melrose (a),1933,36400,-103.61667,34.38333,Found
San Emigdio,1887,36000,-119,36,Found
Kansas City (1903),1903,36000,-94.63333,39.1,Found
Haskell,1909,36000,-99.73167,33.21333,Found
Woolgorong,1960,36000,115.83333,-27.75,Fell
Eagle Station,1880,36000,-84.96667,38.61667,Found
Coffeyville,2006,35900,-95.66667,37.01667,Found
El Burro,1939,35900,-101.83333,29.33333,Found
Costilla Peak,1881,35500,-105.23333,36.83333,Found
Lueders,1973,35400,-99.60417,32.83611,Found
NWA 6203,2008,35400,-4.3,30.51667,Found
Ladder Creek,1937,35100,-101.63333,38.61667,Found
Modoc (1905),1905,35000,-101.1,38.5,Fell
Rowena,1962,34700,148.63333,-29.8,Found
Gursum,1981,34650,42.41667,9.36667,Fell
Guin,1969,34500,-87.91667,33.96667,Found
Vermillion,1991,34360,-96.36133,39.73633,Found
Plains,1964,34300,-102.76667,33.28333,Found
BM 003,2005,34200,-114.21717,34.7345,Found
Cangas de Onis,1866,34000,-5.15,43.38333,Fell
Stï¿½_lldalen,1876,34000,14.95,59.93333,Fell
Broken Hill,1994,34000,141.76667,-31.83333,Found
Jelica,1889,34000,20.44167,43.83333,Fell
View Hill,1952,33600,172.06333,-43.32,Found
Gnowangerup,1976,33600,118.1,-34,Found
Valencia,,33500,-0.03333,39,Found
Bella Roca,1888,33000,-105.4,24.9,Found
JaH 406,2006,33000,56.87225,19.53268,Found
Kyancutta,1932,32700,136,-33.28333,Found
Putnam County,1839,32700,-83.25,33.25,Found
Jumapalo,1984,32490,111.2,-7.71667,Fell
Mossgiel,1967,32383,144.78333,-33.31667,Found
Narraburra,1855,32200,147.7,-34.25,Found
Allegan,1899,32000,-85.88333,42.53333,Fell
Patos de Minas (hexahedrite),1925,32000,-46.53333,-18.58333,Found
Hermitage Plains,1909,32000,146.4,-31.73333,Found
Dhurmsala,1860,32000,76.46667,32.23333,Fell
DRPA78011,1978,31800,156.38333,-80.06667,Found
Thiel Mountains,1962,31700,-90,-85.45,Found
Carraweena,1914,31600,139.93333,-29.23333,Found
Ioka,1931,31500,-110.08333,40.25,Found
Chantonnay,1812,31500,1.05,46.68333,Fell
Arriba,1936,31100,-103.25,39.3,Found
Saline,1901,30800,-100.4,39.4,Found
Puente del Zacate,1904,30790,-101.5,27.86667,Found
LoV 002,2010,30750,-69.76667,-24.68333,Found
Cha 002,2003,30616,0.82213,25.15592,Found
Bledsoe,1970,30500,-103.02667,33.59167,Found
HaH 328,1999,30440,10.59167,28.95833,Found
El Perdido,1905,30250,-61.1,-38.68333,Found
Windimurra,2004,30000,118.45561,-28.09697,Found
Agen,1814,30000,0.61667,44.21667,Fell
Leon,1943,30000,-96.76667,37.66667,Found
Daraj 001,1986,30000,11.73222,29.6425,Found
Hagersville,1999,30000,-80.15,42.96667,Found
Muenatauray,1960,30000,-61.2,4.9,Found
Otchinjau,1919,30000,14,-16.5,Found
Harriman (Of),1947,30000,-84.56667,35.95,Found
Tnz 065,2002,30000,0.13639,25.4075,Found
Acfer 329,2001,30000,4.1,27.58333,Found
La Lande,1933,30000,-104.13333,34.45,Found
ChÌ¢teau-Renard,1841,30000,2.91667,47.93333,Fell
Tuxtuac,1975,30000,-103.36667,21.66667,Fell
Jerome (Kansas),1894,29600,-100.73333,38.76667,Found
Bassikounou,2006,29560,-5.9,15.78333,Fell
LoV 004,2011,29300,-69.76667,-24.68333,Found
Butsura,1861,29000,84.08333,27.08333,Fell
GRA 98186,1998,29000,-141.5,-86.71667,Found
Hatford,1628,29000,-1.51667,51.65,Fell
Elga,1959,28800,141.2,64.7,Found
Fairview,1986,28800,-102.65,34.10139,Found
RaS 418,2010,28791,56.22002,20.3936,Found
Great Bend,1983,28770,-98.91583,38.395,Found
Cumpas,1903,28600,-109.66667,30,Found
Sinawan 001,1991,28600,11.66667,31,Found
Ocotillo,1990,28570,-116.06667,32.83333,Found
Negrillos,1936,28500,-69.83333,-19.88333,Found
Tennasilm,1872,28500,26.95,58.03333,Fell
Marion (Iowa),1847,28400,-91.6,41.9,Fell
Larned,1977,28100,-99.162,38.1995,Found
Walters,1946,28100,-98.3,34.33333,Fell
Tieschitz,1878,28000,17.11667,49.6,Fell
Deelfontein,1932,28000,23.26667,-30.18333,Found
Bunker Hill,2002,28000,-98.72383,38.84833,Found
Changxing,1964,27900,121.66667,31.33333,Found
Monahans (1938),1938,27900,-102.88333,31.48333,Found
SaU 278,2002,27861,57.17887,21.26172,Found
Kerulensky,1950,27780,115.16667,48.25,Found
Weldona,1934,27700,-103.95,40.35,Found
Oakley (stone),1895,27700,-101.01667,38.95,Found
Delegate,1904,27700,149.03333,-37,Found
El Capitan,1893,27500,-105.5,33.5,Found
CratheÌ¼s (1931),1914,27500,-40.5,-5.25,Found
Dumont,1994,27420,-100.51667,33.81667,Found
La Primitiva,1888,27400,-69.81667,-19.91667,Found
Dadin,1949,27300,-69.2,-38.91667,Found
HaH 296,2000,27064,12.31667,29.1,Found
Provence,1627,27000,6,43.5,Found
Indarch,1891,27000,46.66667,39.75,Fell
NWA 059,,27000,-2.93333,31.83333,Found
Hammond Downs,1950,27000,142.8,-25.46667,Found
Gobabeb,1969,27000,15.03333,-23.55,Found
Charsonville,1810,27000,1.56667,47.93333,Fell
Ashfork,1901,27000,-112.5,35.25,Found
Tazewell,1853,27000,-83.75,36.43333,Found
Naryilco,1975,27000,141.15,-28.6,Found
Bendock,1898,27000,148.91667,-37.15,Found
Tiffa 001,1997,26900,11.933,19.949,Found
Seagraves (c),1989,26810,-102.56667,32.98333,Found
Kaffir (d),1981,26760,-101.815,34.67167,Found
Wilder,1982,26600,-116.91167,43.72444,Found
Forestburg (b),1957,26600,-97.58861,33.49556,Found
HaH 280,2000,26500,12.972,28.47017,Found
Milly Milly,1921,26500,116.66667,-26.11667,Found
Dayton,1892,26300,-84.16667,39.75,Found
Cavour,1938,26210,-98.059192,44.221494,Found
Texline,1937,26200,-103.01667,36.4,Found
Denver City,1975,26100,-102.80028,33.07139,Found
Forestburg (a),1957,26100,-97.65139,33.50667,Found
Ilafegh 008,1989,26100,1.66667,21.6,Found
Forest Vale,1942,26000,146.85833,-33.35,Fell
Cedar (Texas),1900,26000,-96.90861,29.82806,Found
Kumtag,2008,26000,93.17306,41.66889,Found
Maslyanino,1992,26000,84.33333,54.25,Found
DRPA78012,1978,26000,156.38333,-80.06667,Found
Sierra Gorda,1898,26000,-69.35,-22.9,Found
Forrest 002,1980,26000,127.88333,-30.98333,Found
Seymour,1940,25900,-92.78694,37.2375,Found
Lake Labyrinth,1924,25850,134.75,-30.53333,Found
Beaver,1940,25628,-100.53333,36.8,Found
LoV 003,2011,25450,-69.76667,-24.68333,Found
St-Robert,1994,25400,-72.97806,45.96861,Fell
Desuri,1962,25400,73.61667,25.73333,Fell
Y-791717,1979,25322,35.66667,-71.5,Found
Belmont,1958,25300,-90.35,42.73333,Found
Juromenha,1968,25250,-7.27,38.74028,Fell
GRA 95200,1995,25066,-141.5,-86.71667,Found
SaU 266,2002,25014,57.18317,20.70713,Found
Bilanga,1999,25000,-0.08333,12.45,Fell
Camel Donga,1984,25000,126.61667,-30.31667,Found
Dho 1722,2010,25000,54.71472,19.08188,Found
Four Corners,1924,25000,-109.05,37,Found
Casimiro de Abreu,1947,25000,-42.21667,-22.46667,Found
Apache Junction,,25000,-111.51667,33.45,Found
Cabezo de Mayo,1870,25000,-1.16667,37.98333,Fell
Pampa (c),1986,25000,-70.43333,-23.2,Found
Taiban,1934,25000,-104.01667,34.45,Found
Bursa,1946,25000,29.23333,40.2,Fell
Wold Cottage,1795,25000,-0.41333,54.13667,Fell
Nashville (stone),1939,25000,-98.41667,37.45,Found
Dho 379,2000,25000,54.76913,19.0084,Found
Benguerir,2004,25000,-8.15,32.25,Fell
Burgavli,1941,24900,137.46667,66.4,Found
Meester-Cornelis,1915,24750,106.88333,-6.23333,Fell
Rasgrad,1740,24700,26.53333,43.5,Fell
Salaices,1971,24500,-105.25,27,Found
Billings,1903,24500,-93.55,37.06667,Found
Oroville,1893,24500,-121.63333,39.68333,Found
Taoudenni,2007,24370,-3.96667,22.79167,Found
Veliko-Nikolaevsky Priisk,1902,24267,97.33333,53.83333,Found
Cleo Springs,1960,24000,-98.43333,36.43333,Found
Hammond,1884,24000,-92.43333,44.91667,Found
Aï¿½ï¿½r,1925,24000,8.38333,19.08333,Fell
Winona,1928,24000,-111.4,35.2,Found
Galatia,1971,23900,-98.88333,38.64167,Found
Campos Sales,1991,23680,-40.16667,-7.03333,Fell
Wayside,1973,23600,-101.68333,34.80167,Found
Cachari,1916,23500,-59.5,-36.4,Found
Perpeti,1935,23474,91,23.325,Fell
Waltman,1948,23410,-107.16667,43,Found
Lake Brown,1919,23400,118.5,-31,Found
Sharon Springs,1983,23400,-101.79833,38.77083,Found
Pillistfer,1863,23250,25.73333,58.66667,Fell
Nakhon Pathom,1923,23200,100.08333,13.73333,Fell
Isna,1970,23000,31.66667,24.83333,Found
Norfolk,1907,23000,-76.3,36.9,Found
Cruz del Aire,1911,23000,-100,26.5,Found
Fuhe,1945,23000,113.56694,31.47556,Fell
Kaufman,1893,23000,-96.41667,32.58333,Found
Mount Sir Charles,1942,22900,134.03333,-23.83333,Found
Wooster,1858,22700,-81.95,40.76667,Found
Forsyth County,1891,22700,-80.2,36.1,Found
Duchesne,1906,22700,-110.86667,40.38333,Found
Shirahagi,1890,22700,137.36667,36.7,Found
Gun Creek,1909,22700,-111,34,Found
MezÌ¦-Madaras,1852,22700,25.73333,46.5,Fell
Adrian,1936,22600,-102.71667,35.15,Found
Turtle River,1953,22390,-94.76667,47.6,Found
Mangwendi,1934,22300,31.6,-17.65,Fell
MaltahÌ¦he,1991,22270,16.98333,-24.91667,Found
HaH 087,1995,22114,13.269,28.59583,Found
Mount Egerton,1941,22000,117.7,-24.76667,Found
GualeguaychÌ¼,1932,22000,-58.61667,-33,Fell
Tostado,1945,22000,-61.76667,-29.23333,Found
EET 92193,1992,22000,155.94038,-76.04222,Found
QUE 99001,1999,22000,168,-84,Found
Saint Augustine,1974,22000,-90.41667,40.71667,Found
Baquedano,1932,22000,-69.88333,-23.3,Found
Picacho,1952,22000,-105,33.2,Found
Toubil River,1891,22000,89.1,55.88333,Found
Karkh,1905,22000,67.16667,27.8,Fell
Friona,1981,21900,-102.56833,34.54,Found
Hebron,1965,21820,-97.6,40.16667,Found
Kargapole,1961,21800,64.3,55.88333,Found
Duel Hill (1854),1854,21800,-82.7,35.85,Found
Lahoma,1963,21800,-98.08333,36.38333,Found
Schwetz,1850,21500,18.45,53.4,Found
Altonah,1932,21500,-110.48333,40.56667,Found
JaH 317,2001,21472,55.55723,19.36312,Found
Twodot,1999,21400,-110.13333,46.7,Found
Flandreau,1983,21360,-96.59167,44.04833,Found
Dho 007,1999,21270,54.18167,18.335,Found
Abbott,1951,21100,-104.28333,36.3,Found
A-881842,1988,21064,26,-72,Found
Efremovka,1962,21000,77,52.5,Found
Bath,1892,21000,-98.31667,45.41667,Fell
Kendall County,1887,21000,-98.5,29.4,Found
Tauti,1937,21000,23.5,46.71667,Fell
De Hoek,1960,20930,23.1,-29.38333,Found
Artracoona,1914,20810,139.91667,-29.06667,Found
Twannberg,1984,20689,7.17889,47.12444,Found
Lone Tree,1971,20676,-91.47917,41.5,Found
META78028,1978,20657,155.75,-79.68333,Found
Cerro del Inca,1997,20600,-68.90833,-22.21667,Found
DaG 741,1998,20500,16.28333,27.08167,Found
Lucky Hill,1885,20500,-77.63333,17.9,Found
Jartai,1979,20500,105.8,39.7,Fell
Glasgow,1922,20400,-85.91667,37.01667,Found
Conquista,1965,20350,-47.55,-19.85,Fell
ALHA76001,1976,20151,159.33333,-76.75,Found
Koltsovo,2004,20020,36.978,54.7505,Found
Ourique,1998,20000,-8.28,37.60833,Fell
Hessle,1869,20000,17.66667,59.85,Fell
Anthony,1919,20000,-98.05,37.08333,Found
Seoni,1966,20000,79.50083,21.68389,Fell
Tjabe,1869,20000,111.53333,-7.08333,Fell
New Leipzig,1936,20000,-101.95,46.36667,Found
Copiapo,1863,20000,-70.4,-27.3,Found
Lime Creek,1834,20000,-87.51667,31.55,Found
Nocoleche,1895,20000,144.21667,-29.86667,Found
Bristol,1937,20000,-82.18333,36.56667,Found
New Baltimore,1922,20000,-78.85,40,Found
Alikatnima,1931,20000,134.11667,-23.33333,Found
Reed City,1895,20000,-85.51667,43.86667,Found
Uzcudun,1948,20000,-66.15,-44.11667,Fell
Ankhediya Mota,1985,20000,73.575,22.35556,Fell
Ergheo,1889,20000,44.16667,1.16667,Fell
SaU 504,2010,20000,56.76667,20.38333,Found
VouillÌ©,1831,20000,0.16667,46.63333,Fell
Taicang,1928,20000,121.08333,31.5,Found
Mulga (north),1964,19900,126.36667,-30.18333,Found
Tysnes Island,1884,19860,5.61667,60,Fell
La Villa,1956,19800,-97.90167,26.27167,Found
Horace,1940,19700,-101.78333,38.35,Found
Two Buttes (a),1962,19700,-102.41667,37.63333,Found
Comanche (iron),1940,19700,-98.7,32.01667,Found
Twentynine Palms,1944,19700,-116.01667,34.075,Found
Colton,1993,19670,-117.09861,46.57056,Found
Cocklebiddy,1949,19500,126.21667,-31.93333,Found
Pan de Azucar,1887,19500,-69.5,-26.5,Found
Los Reyes,1897,19500,-97.28333,19.26667,Found
HaH 001,1990,19418,12.23333,29,Found
Farley,1936,19400,-104.05,36.33333,Found
Acfer 336,2002,19400,4.06667,27.61667,Found
Arcadia,1937,19400,-99.1,41.41667,Found
Souslovo,1997,19300,55.78727,55.4295,Found
Coolac,1874,19280,148.125,-34.96667,Found
New Orleans,2003,19256,-90.10976,29.94718,Fell
Norquï¿½_n,1945,19250,-70.61667,-37.71667,Found
Arapahoe,1940,19083,-102.2,38.8,Found
PGPA77006,1977,19068,162.3,-77.33333,Found
A-87034,1987,19065,26,-72,Found
Littlerock,1979,19050,-117.98333,34.51667,Found
Vulcan,1962,19000,-113.13333,50.51667,Found
Big Rock Donga,1970,19000,130.96667,-30.55,Found
Emsland,1940,19000,7.2,53.1,Found
MET 01005,2001,19000,159.75,-79.68333,Found
Beni M'hira,2001,19000,10.8,32.86667,Fell
Mauerkirchen,1768,19000,13.13333,48.18333,Fell
Kilabo,2002,19000,9.8,12.76667,Fell
Susuman,1957,18900,148.13028,62.72139,Found
DaG 779,1999,18800,16.4375,26.99233,Found
Kifkakhsyagan,1972,18800,172.7,64.4,Found
Franceville,1890,18800,-104.61667,38.81667,Found
DRPA78005,1978,18600,156.38333,-80.06667,Found
Shelburne,1904,18600,-80.16667,44.05,Fell
DaG 955,1999,18500,16.20767,27.13183,Found
Coldwater (iron),1923,18400,-99.33333,37.26667,Found
Polujamki,1971,18350,79.7,52.1,Found
Chajari,1933,18300,-58.05,-30.78333,Fell
Mud Dry Lake,2002,18255,-117.02097,37.8594,Found
RaS 202,2002,18250,56.41628,20.00552,Found
Rafrï¿½_ti,1886,18200,7.83333,47,Found
Morrow County,1999,18200,-119.5,45.5,Found
Y-793235,1979,18126,35.66667,-71.5,Found
Arltunga,1908,18100,134.66667,-23.33333,Found
BÌ©rÌ©ba,1924,18000,-3.65,11.65,Fell
Palinshih,1914,18000,118.61667,43.48333,Fell
Nashville (iron),1934,18000,-77.96667,35.96667,Found
Caddo County,1987,18000,-98.33333,35,Found
Point of Rocks (iron),1956,18000,-104.5,36.5,Found
Verkhne Udinsk,1854,18000,113.98333,54.76667,Found
Maria da FÌ©,1987,18000,-45.36667,-22.3,Found
Park Forest,2003,18000,-87.67917,41.48472,Fell
Bachmut,1814,18000,38,48.6,Fell
Girgenti,1853,18000,13.56667,37.31667,Fell
PCA 91009,1991,18000,-68.33784,-85.6882,Found
Dahmani,1981,18000,8.83333,35.61667,Fell
Dho 1511,2009,17973,54.248,18.63988,Found
Andura,1939,17900,76.86667,20.88333,Fell
Pinto Mountains,1954,17900,-115.78333,34,Found
PiÌ±on,1928,17850,-105.1,32.66667,Found
Duncanville,1961,17800,-96.86667,32.63333,Found
ALHA81013,1981,17727,158.84338,-76.74756,Found
Niederreissen,1581,17700,11.36667,51.06667,Fell
Tulia (d),1981,17700,-101.76667,34.60667,Found
Shiï¿½ï¿½r 010,2001,17604,53.97,18.55,Found
Fisher,1894,17600,-96.85,47.81667,Fell
Hambleton,2005,17600,-1.19889,54.24028,Found
Roundup,1990,17590,-108.56667,46.78333,Found
Sargiin Gobi,1964,17500,105.75883,45.9835,Found
Perryville,1906,17500,-89.85,37.73333,Found
Alvord,1976,17500,-96.28889,43.32222,Found
Shaw,1937,17500,-103.33333,39.53333,Found
Quija,1990,17450,126.13333,44.61667,Fell
Reliegos,1947,17300,-5.33333,42.475,Fell
Springlake,1980,17300,-102.22361,34.34444,Found
El Paso de Aguila,1977,17226,-97.37,25.37,Fell
Romero,1938,17200,-102.95,35.76667,Found
N'Kandhla,1912,17200,30.7,-28.56667,Fell
Sone,1866,17100,135.33333,35.16667,Fell
Cumberland Falls,1919,17000,-84.35,36.83333,Fell
Oum Dreyga,2003,17000,-13.1,24.3,Fell
Lost City,1970,17000,-95.15,36.00833,Fell
Carichic,1983,17000,-107.05,27.93333,Found
Naoki,1928,17000,77,19.25,Fell
Teplï¿½ï¿½,1909,17000,12.86667,49.98333,Found
Klamath Falls,1952,17000,-121.85,42.16667,Found
St. Michel,1910,17000,27.2,61.65,Fell
Brewster,1940,17000,-101.33333,39.25,Found
Benthullen,1951,17000,8.1,53.05,Found
Conception Junction,2006,17000,-94.683333,40.266667,Found
Mount Vaisi,1637,17000,6.86667,44.08333,Fell
Snyder,1983,16900,-100.91667,32.71667,Found
Lamesa,1981,16900,-101.88333,32.88333,Found
JaH 355,2003,16879,55.54843,19.35885,Found
Kasauli,2003,16820,77.58333,29.58333,Fell
Coopertown,1860,16800,-87,36.43333,Found
Miller (Arkansas),1930,16700,-92.05,35.4,Fell
Ban Rong Du,1993,16700,101.18333,16.66667,Fell
Emery,1962,16700,-97.58333,43.56333,Found
Tell,1930,16600,-100.4,34.38333,Found
Mount Magnet,1916,16600,118.5,-28.16667,Found
Oldenburg (1930),1930,16570,8.16667,52.95,Fell
D'Orbigny,1979,16550,-61.65,-37.66667,Found
PAT 91500,1991,16541,-64.46576,-85.07424,Found
Chesterville,1849,16500,-81.2,34.7,Found
Tjerebon,1922,16500,106.58333,-6.66667,Fell
Krï¿½_henberg,1869,16500,7.46472,49.32694,Fell
Hainholz,1856,16500,8.91667,52.28333,Found
Demina,1911,16400,84.76667,51.46667,Fell
Benedict,1970,16380,-97.53333,41,Found
Happy Canyon,1971,16300,-101.56667,34.80167,Found
Cole Creek,1991,16300,-99.11667,41.35,Found
Cambria,1818,16300,-78.8,43.2,Found
Forsyth,1829,16300,-83.96667,33.01667,Fell
Morristown,1887,16300,-83.38333,36.2,Found
Ohaba,1857,16250,23.58333,46.06667,Fell
RaS 428,,16247,56.32694,20.10361,Found
Chulafinnee,1873,16220,-85.66667,33.5,Found
SaU 250,2003,16200,57.3165,20.58298,Found
DaG 477,1998,16128,16.003,27.74767,Found
JaH 267,2005,16006,56.41108,19.9997,Found
Isheyevo,2003,16000,56.33333,53.61667,Found
Hassayampa,1963,16000,-112.66667,33.75,Found
ALH 84006,1984,16000,158.77438,-76.76228,Found
Beardsley,1929,16000,-101.2,39.8,Fell
Coldwater (stone),1924,16000,-99.33333,37.26667,Found
Achilles,1924,16000,-100.81333,39.77667,Found
Dimboola,1944,16000,142.03333,-36.5,Found
JaH 628,2009,16000,55.76756,19.83956,Found
Skookum,1905,16000,-139.33333,63.91667,Found
Bluff (b),1917,16000,-96.92667,29.86306,Found
SaU 499,2009,15900,57.26967,20.76467,Found
Kodaikanal,1898,15900,77.4,10.26667,Found
Fort Pierre,1856,15900,-100.38333,44.35,Found
Bodaibo,1907,15900,114.2,57.85,Found
Tryon,1934,15900,-100.96667,41.55,Found
HaH 148,1995,15770,12.86433,28.71967,Found
Ashuwairif 004,2008,15750,14.27611,29.36583,Found
Ellicott,1960,15700,-104.56944,38.80778,Found
Rancho Gomelia,1975,15650,-105.25,24.51667,Found
Millarville,1977,15636,-114.30944,50.79722,Found
Blanca Estela,2002,15600,-69.5,-25,Found
Claytonville,1964,15600,-101.49,34.34667,Found
Haxtun,1975,15500,-102.57834,40.45667,Found
Maria Elena (1935),1935,15500,-69.66667,-22.33333,Found
Baszkï¿½_wka,1994,15500,20.93583,52.03333,Fell
Mayodan,1920,15400,-79.86667,36.38333,Found
Campbellsville,1929,15400,-85.36667,37.36667,Found
Albin (stone),1949,15400,-104.1,41.41667,Found
Um-Hadid,,15400,50.59667,21.695,Found
ALHA77226,1977,15323,159.66667,-76.71667,Found
Channing,1936,15300,-102.28333,35.71667,Found
SÌ£o JoÌ£o Nepomuceno,1960,15300,-43.01667,-21.55,Found
Tinnie,1978,15300,-105.25,33.38333,Found
Dho 360,2000,15300,54.78383,19.04002,Found
DRPA78001,1978,15200,156.38333,-80.06667,Found
Eli Elwah,1888,15200,144.71667,-34.5,Found
Nordheim,1932,15150,-97.61667,28.86667,Found
Vigarano,1910,15000,11.4,44.85,Fell
Tnz 028,1991,15000,0.14028,25.25306,Found
Ransom,1938,15000,-99.93333,38.61667,Found
Indio Rico,1887,15000,-60.88333,-38.33333,Found
Deport,1926,15000,-95.3,33.51667,Found
Bansur,1892,15000,76.33333,27.7,Fell
DaG 956,1997,15000,15.9925,27.13267,Found
Appley Bridge,1914,15000,-2.71667,53.58333,Fell
Castrovillari,1583,15000,16.2,39.8,Fell
Dho 224,2001,14974,54.57333,19.15833,Found
Dho 1027,2003,14944,54.24553,18.66003,Found
DaG 595,1998,14931,15.90133,27.63917,Found
Patricia,1983,14900,-102.03333,32.5,Found
Indianï¿½_polis,1989,14850,-47.83333,-19.16667,Found
Mejillones,1875,14830,-70.5,-23.1,Found
Angelica,1916,14800,-88.25,44.25,Found
Acfer 379,2004,14764,3.70467,27.4114,Found
Ashuwairif 001,2008,14566,14.25528,29.35944,Found
La Porte,1900,14540,-86.71667,41.6,Found
Huntsman,1910,14500,-103,41.18333,Found
Squaw Creek,,14500,-98,32,Found
Tourinnes-la-Grosse,1863,14500,4.76667,50.78333,Fell
Edmonson (b),1981,14402,-101.83333,34.28333,Found
Ogi,1741,14360,130.2,33.28333,Fell
Opava,1925,14300,17.9,49.96667,Found
Gifu,1909,14290,136.88333,35.53333,Fell
ALHA78084,1978,14280,159.66667,-76.71667,Found
Laochenzhen,1987,14250,115.16667,33.13333,Fell
Ningbo,1975,14250,121.48333,29.86667,Fell
Thika,2011,14200,37.15028,-1.00278,Fell
Singhur,1847,14180,73.91667,18.31667,Found
Indian Valley,1887,14100,-80.5,36.93333,Found
Moorabie,1965,14040,141.06667,-30.01667,Found
Orgueil,1864,14000,1.38333,43.88333,Fell
Saint-Sauveur,1914,14000,1.38333,43.73333,Fell
Hvittis,1901,14000,22.68333,61.18333,Fell
Luponnas,1753,14000,5,46.21667,Fell
Villedieu,1890,14000,4.35,47.91667,Found
Beaver Creek,1893,14000,-117.33333,51.16667,Fell
Cruz del Eje,1971,14000,-64.78333,-30.75,Found
